MoundID,Name,Period,Municipality,Region,Lat,Long,GraveNo,Enclosure Type,LaborAssessment,Burial No,Extra skeletal remains?,Notes on burial,Assemblage?,AnimalRemains,Lithics,HMPottery,Storage,FineVessels,DrinkingCups,Jewellery,Weapons,SpecialFinds,Imports,Grave Rank symbols,StartDate,Enddate,Chronology rating
1005.0,Golyamata mogila,Roman period,Parvomay,Plovdiv,42.101276,25.128898,2.0,tiled grave,"some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period)",1.0,N,,Y,N,N,N,N,,(1)Cup,,,Large bronze vessel(?); Clay mortarium; small bronze vessels; Glass unguentarium(2); Bronze basin; wooden comb; bronze applications of a wooden chest,?,"2 - Several symbols of status across multiple classes of artefacts (e.g. elaborate enclosure, weapons, jewellery, or imported goods..)",100.0,150.0,"4 - C14 dates acquired, or other scientific evidence"
1005.0,Golyamata mogila,Roman period,Parvomay,Plovdiv,42.101276,25.128898,3.0,tiled grave,"some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period)",1.0,N,,Y,N,N,N,N,,,,,Glass unguentarium,,0 - No symbols of status present,100.0,150.0,2 - specialist consulted on a single item
1005.0,Golyamata mogila,Roman period,Parvomay,Plovdiv,42.101276,25.128898,4.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,primary burial,Y,N,N,N,N,(1)jug;(1)bowl,,,(1)iron knife,(2)clay unguentariii. One has inscription in greek,,"1 - One or two status symbols (ochre, personal jewellery)",100.0,150.0,2 - specialist consulted on a single item
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,1.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,2.0,Cist grave,"some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period)",1.0,N,,,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,3.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,Y,N,N,N,N,N,N,(2) bronze bracelets,,,,"1 - One or two status symbols (ochre, personal jewellery)",300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,4.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,Y,N,N,N,N,N,N,(2) iron belt buckles,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,5.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,Y,N,N,N,N,N,N,(2) silver earrngs; (142) glass beads; (2) bronze earings;(3) bronze rings,,,,"1 - One or two status symbols (ochre, personal jewellery)",300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,6.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,7.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,Y,N,N,N,N,N,N,(44) glass beads,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,8.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,9.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,Y,N,N,N,N,N,N,(1) bronze earing,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,10.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,Y,N,N,N,N,N,N,(1) iron pin,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,11.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,12.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,13.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,14.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,15.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,Y,N,N,N,N,N,N,(2) iron rings,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,16.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,17.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,18.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,19.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,20.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,21.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,22.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,23.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,24.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,25.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,26.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,27.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,28.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,29.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,30.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,31.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,32.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,33.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,34.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,35.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,Y,N,N,N,N,N,N,(2)bronze earings,,,,"1 - One or two status symbols (ochre, personal jewellery)",300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,36.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,37.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,38.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,39.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,40.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,41.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,42.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,43.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,44.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,45.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,46.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,Y,N,N,N,N,N,N,(2) bronze fibulae,,,,"1 - One or two status symbols (ochre, personal jewellery)",300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,47.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,48.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,Y,N,N,N,N,N,N,(2)bronze earings,,,,"1 - One or two status symbols (ochre, personal jewellery)",300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,49.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,50.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,51.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,Y,N,N,N,N,N,N,(1) bronze belt buckle,,,,"1 - One or two status symbols (ochre, personal jewellery)",300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,52.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,Y,N,N,N,N,N,(1) cup,(2)bronze earings;(1) bronze ring,,(1)Kernos,,"1 - One or two status symbols (ochre, personal jewellery)",300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,53.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,Y,N,N,N,N,N,N,(2)silver earings; glass beads,,,,"1 - One or two status symbols (ochre, personal jewellery)",300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,54.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,Y,N,N,N,N,N,N,(2)silver earings; glass beads,,,,"1 - One or two status symbols (ochre, personal jewellery)",300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Late antiquity,Pravets,Sofia,42.945499,23.886261,55.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,400.0,500.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Late antiquity,Pravets,Sofia,42.945499,23.886261,56.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,400.0,500.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Late antiquity,Pravets,Sofia,42.945499,23.886261,57.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,400.0,500.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Late antiquity,Pravets,Sofia,42.945499,23.886261,58.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,400.0,500.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Late antiquity,Pravets,Sofia,42.945499,23.886261,59.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,400.0,500.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Late antiquity,Pravets,Sofia,42.945499,23.886261,60.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,400.0,500.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Late antiquity,Pravets,Sofia,42.945499,23.886261,61.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,400.0,500.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Late antiquity,Pravets,Sofia,42.945499,23.886261,62.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,400.0,500.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Late antiquity,Pravets,Sofia,42.945499,23.886261,63.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,400.0,500.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Late antiquity,Pravets,Sofia,42.945499,23.886261,64.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,400.0,500.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Late antiquity,Pravets,Sofia,42.945499,23.886261,65.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,400.0,500.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Late antiquity,Pravets,Sofia,42.945499,23.886261,66.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,400.0,500.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Late antiquity,Pravets,Sofia,42.945499,23.886261,67.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,400.0,500.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Late antiquity,Pravets,Sofia,42.945499,23.886261,68.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,400.0,500.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Late antiquity,Pravets,Sofia,42.945499,23.886261,69.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,400.0,500.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Late antiquity,Pravets,Sofia,42.945499,23.886261,70.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,400.0,500.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,71.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,72.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,73.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,74.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
1006.0,Peshova mogila,Roman period,Pravets,Sofia,42.945499,23.886261,75.0,Simple pit,no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period),1.0,N,,N,N,N,N,N,N,N,,,,,0 - No symbols of status present,300.0,400.0,1 - rough estimate by author on basis of the assemblage
